time,heap,rss,score,score_debug,recent_feature,entire_feature,s_recent:heap,s_recent:rss,s_entire:heap,s_entire:rss
2025-08-26T22:19:41Z,39518208,142606336,1.110,0.672,0.1197,0.0645,0.0000,0.3990,0.0000,0.2150
2025-08-26T22:19:46Z,51757056,154234880,1.118,0.678,0.1298,0.0645,0.0000,0.4327,0.0000,0.2150
2025-08-26T22:19:51Z,57524224,159670272,1.126,0.682,0.1394,0.0645,0.0000,0.4645,0.0000,0.2150
2025-08-26T22:19:56Z,42729472,148799488,1.119,0.678,0.1315,0.0645,0.0000,0.4385,0.0000,0.2150
2025-08-26T22:20:01Z,43606016,149606400,1.114,0.675,0.1242,0.0645,0.0000,0.4139,0.0000,0.2150
2025-08-26T22:20:06Z,43704320,149606400,1.108,0.671,0.1172,0.0645,0.0000,0.3906,0.0000,0.2150
2025-08-26T22:20:11Z,39682048,133091328,1.116,0.676,0.1274,0.0645,0.0000,0.4248,0.0000,0.2150
2025-08-26T22:20:16Z,42606592,133091328,1.111,0.673,0.1203,0.0645,0.0000,0.4010,0.0000,0.2150
2025-08-26T22:20:21Z,43196416,133091328,1.105,0.669,0.1135,0.0645,0.0000,0.3785,0.0000,0.2150
2025-08-26T22:20:26Z,40165376,136163328,1.100,0.666,0.1072,0.0645,0.0000,0.3572,0.0000,0.2150
2025-08-26T22:20:31Z,42008576,136970240,1.096,0.663,0.1012,0.0645,0.0000,0.3372,0.0000,0.2150
2025-08-26T22:20:36Z,42172416,136970240,1.091,0.660,0.0955,0.0645,0.0000,0.3183,0.0000,0.2150
2025-08-26T22:20:41Z,36380672,140668928,1.087,0.658,0.0901,0.0645,0.0000,0.3004,0.0000,0.2150
2025-08-26T22:20:46Z,33783808,129851392,1.083,0.655,0.0851,0.0645,0.0000,0.2835,0.0000,0.2150
2025-08-26T22:20:51Z,33832960,129851392,1.080,0.653,0.0803,0.0645,0.0000,0.2676,0.0000,0.2150
2025-08-26T22:20:56Z,37281792,132550656,1.076,0.651,0.0758,0.0645,0.0000,0.2526,0.0000,0.2150
2025-08-26T22:21:01Z,34111488,135589888,1.073,0.648,0.0715,0.0645,0.0000,0.2384,0.0000,0.2150
2025-08-26T22:21:06Z,34045952,133693440,1.070,0.646,0.0675,0.0645,0.0000,0.2250,0.0000,0.2150
2025-08-26T22:21:11Z,34127872,133693440,1.067,0.644,0.0637,0.0645,0.0000,0.2124,0.0000,0.2150
2025-08-26T22:21:16Z,34906112,133693440,1.064,0.643,0.0601,0.0645,0.0000,0.2005,0.0000,0.2150
2025-08-26T22:21:21Z,34930688,133693440,1.061,0.641,0.0568,0.0645,0.0000,0.1892,0.0000,0.2150
2025-08-26T22:21:26Z,33161216,129695744,1.059,0.639,0.0536,0.0645,0.0000,0.1786,0.0000,0.2150
2025-08-26T22:21:31Z,34226176,130502656,1.056,0.638,0.0506,0.0645,0.0000,0.1686,0.0000,0.2150
2025-08-26T22:21:36Z,45105152,130502656,1.054,0.636,0.0477,0.0645,0.0000,0.1591,0.0000,0.2150
2025-08-26T22:21:41Z,35176448,130502656,1.052,0.635,0.0451,0.0645,0.0000,0.1502,0.0000,0.2150
2025-08-26T22:21:46Z,48283648,133206016,1.050,0.634,0.0425,0.0645,0.0000,0.1418,0.0000,0.2150
2025-08-26T22:21:51Z,44261376,140496896,1.048,0.633,0.0401,0.0645,0.0000,0.1338,0.0000,0.2150
2025-08-26T22:21:56Z,44564480,140496896,1.046,0.632,0.0379,0.0645,0.0000,0.1263,0.0000,0.2150
2025-08-26T22:22:01Z,45260800,140496896,1.045,0.631,0.0358,0.0645,0.0000,0.1192,0.0000,0.2150
2025-08-26T22:22:06Z,40828928,142655488,1.043,0.630,0.0338,0.0645,0.0000,0.1125,0.0000,0.2150
2025-08-26T22:22:11Z,37888000,141205504,1.042,0.629,0.0319,0.0645,0.0000,0.1062,0.0000,0.2150
2025-08-26T22:22:16Z,37969920,141205504,1.040,0.628,0.0301,0.0645,0.0000,0.1002,0.0000,0.2150
2025-08-26T22:22:21Z,38076416,141205504,1.039,0.627,0.0284,0.0645,0.0000,0.0946,0.0000,0.2150
2025-08-26T22:22:26Z,35053568,135774208,1.038,0.626,0.0268,0.0645,0.0000,0.0893,0.0000,0.2150
2025-08-26T22:22:31Z,36159488,136581120,1.036,0.625,0.0253,0.0645,0.0000,0.0843,0.0000,0.2150
2025-08-26T22:22:36Z,35594240,136581120,1.035,0.625,0.0239,0.0645,0.0000,0.0796,0.0000,0.2150
2025-08-26T22:22:41Z,35594240,136581120,1.034,0.624,0.0225,0.0645,0.0000,0.0751,0.0000,0.2150
2025-08-26T22:22:46Z,34725888,133599232,1.033,0.623,0.0213,0.0645,0.0000,0.0709,0.0000,0.2150
2025-08-26T22:22:51Z,42115072,133599232,1.032,0.623,0.0201,0.0645,0.0000,0.0669,0.0000,0.2150
2025-08-26T22:22:56Z,33505280,130584576,1.032,0.622,0.0189,0.0645,0.0000,0.0632,0.0000,0.2150
2025-08-26T22:23:01Z,34807808,130584576,1.031,0.622,0.0179,0.0645,0.0000,0.0596,0.0000,0.2150
2025-08-26T22:23:06Z,46825472,130842624,1.030,0.621,0.0169,0.0645,0.0000,0.0563,0.0000,0.2150
2025-08-26T22:23:11Z,47112192,130842624,1.029,0.621,0.0159,0.0645,0.0000,0.0531,0.0000,0.2150
2025-08-26T22:23:16Z,33521664,130048000,1.028,0.620,0.0150,0.0645,0.0000,0.0501,0.0000,0.2150
2025-08-26T22:23:21Z,45006848,134639616,1.028,0.620,0.0142,0.0645,0.0000,0.0473,0.0000,0.2150
2025-08-26T22:23:26Z,45293568,134639616,1.027,0.619,0.0134,0.0645,0.0000,0.0447,0.0000,0.2150
2025-08-26T22:23:31Z,46923776,135720960,1.027,0.619,0.0126,0.0645,0.0000,0.0421,0.0000,0.2150
2025-08-26T22:23:36Z,44400640,140857344,1.026,0.619,0.0119,0.0645,0.0000,0.0398,0.0000,0.2150
2025-08-26T22:23:41Z,38256640,142209024,1.025,0.618,0.0113,0.0645,0.0000,0.0375,0.0000,0.2150
2025-08-26T22:23:46Z,35266560,134520832,1.025,0.618,0.0106,0.0645,0.0000,0.0354,0.0000,0.2150
2025-08-26T22:23:51Z,35266560,133308416,1.025,0.618,0.0100,0.0645,0.0000,0.0335,0.0000,0.2150
2025-08-26T22:23:56Z,36536320,133308416,1.024,0.617,0.0095,0.0645,0.0000,0.0316,0.0000,0.2150
2025-08-26T22:24:01Z,38240256,133308416,1.024,0.617,0.0089,0.0645,0.0000,0.0298,0.0000,0.2150
2025-08-26T22:24:06Z,38289408,133308416,1.023,0.617,0.0084,0.0645,0.0000,0.0281,0.0000,0.2150
2025-08-26T22:24:11Z,35774464,136282112,1.023,0.617,0.0080,0.0645,0.0000,0.0266,0.0000,0.2150
2025-08-26T22:24:16Z,35774464,136282112,1.023,0.616,0.0075,0.0645,0.0000,0.0251,0.0000,0.2150
2025-08-26T22:24:21Z,38174720,136548352,1.022,0.616,0.0071,0.0645,0.0000,0.0237,0.0000,0.2150
2025-08-26T22:24:26Z,36716544,136548352,1.039,0.627,0.0067,0.0656,0.0000,0.0223,0.0000,0.2187
2025-08-26T22:24:31Z,38060032,137629696,1.038,0.626,0.0063,0.0656,0.0000,0.0211,0.0000,0.2187
2025-08-26T22:24:36Z,34988032,135487488,1.038,0.626,0.0060,0.0656,0.0000,0.0199,0.0000,0.2187
2025-08-26T22:24:41Z,35119104,135487488,1.038,0.626,0.0056,0.0656,0.0000,0.0188,0.0000,0.2187
2025-08-26T22:24:46Z,39280640,137650176,1.038,0.626,0.0053,0.0656,0.0000,0.0177,0.0000,0.2187
2025-08-26T22:24:51Z,42983424,153800704,1.037,0.626,0.0050,0.0656,0.0000,0.0167,0.0000,0.2187
2025-08-26T22:24:56Z,56860672,154877952,1.037,0.626,0.0047,0.0656,0.0000,0.0158,0.0000,0.2187
2025-08-26T22:25:01Z,57548800,155688960,1.037,0.626,0.0045,0.0656,0.0000,0.0149,0.0000,0.2187
2025-08-26T22:25:06Z,44359680,143699968,1.037,0.625,0.0042,0.0656,0.0000,0.0141,0.0000,0.2187
2025-08-26T22:25:11Z,44441600,143699968,1.037,0.625,0.0040,0.0656,0.0000,0.0133,0.0000,0.2187
2025-08-26T22:25:16Z,41361408,138330112,1.036,0.625,0.0038,0.0656,0.0000,0.0125,0.0000,0.2187
2025-08-26T22:25:21Z,41418752,138330112,1.036,0.625,0.0035,0.0656,0.0000,0.0118,0.0000,0.2187
2025-08-26T22:25:26Z,39821312,142651392,1.036,0.625,0.0033,0.0656,0.0000,0.0112,0.0000,0.2187
2025-08-26T22:25:31Z,38010880,141496320,1.036,0.625,0.0032,0.0656,0.0000,0.0105,0.0000,0.2187
2025-08-26T22:25:36Z,38133760,141496320,1.036,0.625,0.0030,0.0656,0.0000,0.0099,0.0000,0.2187
2025-08-26T22:25:41Z,38273024,141496320,1.036,0.625,0.0028,0.0656,0.0000,0.0094,0.0000,0.2187
2025-08-26T22:25:46Z,34275328,135634944,1.036,0.625,0.0027,0.0656,0.0000,0.0089,0.0000,0.2187
2025-08-26T22:25:51Z,34447360,135634944,1.035,0.625,0.0025,0.0656,0.0000,0.0084,0.0000,0.2187
2025-08-26T22:25:56Z,34856960,135634944,1.035,0.625,0.0024,0.0656,0.0000,0.0079,0.0000,0.2187
2025-08-26T22:26:01Z,34979840,135634944,1.035,0.624,0.0022,0.0656,0.0000,0.0075,0.0000,0.2187
2025-08-26T22:26:06Z,34439168,133226496,1.035,0.624,0.0021,0.0656,0.0000,0.0070,0.0000,0.2187
2025-08-26T22:26:11Z,34496512,133226496,1.035,0.624,0.0020,0.0656,0.0000,0.0066,0.0000,0.2187
2025-08-26T22:26:16Z,45490176,133226496,1.035,0.624,0.0019,0.0656,0.0000,0.0063,0.0000,0.2187
2025-08-26T22:26:21Z,35536896,133492736,1.035,0.624,0.0018,0.0656,0.0000,0.0059,0.0000,0.2187
2025-08-26T22:26:26Z,35536896,133492736,1.035,0.624,0.0017,0.0656,0.0000,0.0056,0.0000,0.2187
2025-08-26T22:26:31Z,34463744,136011776,1.035,0.624,0.0016,0.0656,0.0000,0.0053,0.0000,0.2187
2025-08-26T22:26:36Z,34529280,136011776,1.035,0.624,0.0015,0.0656,0.0000,0.0050,0.0000,0.2187
2025-08-26T22:26:41Z,34766848,136011776,1.035,0.624,0.0014,0.0656,0.0000,0.0047,0.0000,0.2187
2025-08-26T22:26:46Z,33972224,134352896,1.034,0.624,0.0013,0.0656,0.0000,0.0044,0.0000,0.2187
2025-08-26T22:26:51Z,33538048,132091904,1.034,0.624,0.0013,0.0656,0.0000,0.0042,0.0000,0.2187
2025-08-26T22:26:56Z,33636352,132091904,1.034,0.624,0.0012,0.0656,0.0000,0.0039,0.0000,0.2187
2025-08-26T22:27:01Z,34643968,132358144,1.034,0.624,0.0011,0.0656,0.0000,0.0037,0.0000,0.2187
2025-08-26T22:27:06Z,33423360,131743744,1.034,0.624,0.0011,0.0656,0.0000,0.0035,0.0000,0.2187
2025-08-26T22:27:11Z,33464320,131743744,1.034,0.624,0.0010,0.0656,0.0000,0.0033,0.0000,0.2187
2025-08-26T22:27:16Z,35045376,132820992,1.034,0.624,0.0009,0.0656,0.0000,0.0031,0.0000,0.2187
2025-08-26T22:27:21Z,35102720,132820992,1.034,0.624,0.0009,0.0656,0.0000,0.0030,0.0000,0.2187
2025-08-26T22:27:26Z,35225600,132820992,1.034,0.624,0.0008,0.0656,0.0000,0.0028,0.0000,0.2187
2025-08-26T22:27:31Z,35422208,136712192,1.034,0.624,0.0008,0.0656,0.0000,0.0026,0.0000,0.2187
2025-08-26T22:27:36Z,35438592,136712192,1.034,0.624,0.0007,0.0656,0.0000,0.0025,0.0000,0.2187
2025-08-26T22:27:41Z,33521664,131883008,1.034,0.624,0.0007,0.0656,0.0000,0.0023,0.0000,0.2187
2025-08-26T22:27:46Z,34684928,131883008,1.034,0.624,0.0007,0.0656,0.0000,0.0022,0.0000,0.2187
2025-08-26T22:27:51Z,34775040,131883008,1.034,0.624,0.0006,0.0656,0.0000,0.0021,0.0000,0.2187
2025-08-26T22:27:56Z,36356096,131883008,1.034,0.624,0.0006,0.0656,0.0000,0.0020,0.0000,0.2187
2025-08-26T22:28:01Z,36192256,135933952,1.034,0.624,0.0006,0.0656,0.0000,0.0019,0.0000,0.2187
2025-08-26T22:28:06Z,36225024,135933952,1.034,0.624,0.0005,0.0656,0.0000,0.0018,0.0000,0.2187
2025-08-26T22:28:11Z,36225024,135933952,1.034,0.624,0.0005,0.0656,0.0000,0.0017,0.0000,0.2187
2025-08-26T22:28:16Z,49307648,136200192,1.034,0.624,0.0005,0.0656,0.0000,0.0016,0.0000,0.2187
2025-08-26T22:28:21Z,49643520,136200192,1.034,0.624,0.0004,0.0656,0.0000,0.0015,0.0000,0.2187
2025-08-26T22:28:26Z,45228032,137822208,1.034,0.624,0.0004,0.0656,0.0000,0.0014,0.0000,0.2187
2025-08-26T22:28:31Z,33464320,130658304,1.034,0.624,0.0004,0.0656,0.0000,0.0013,0.0000,0.2187
2025-08-26T22:28:36Z,33497088,132276224,1.034,0.624,0.0004,0.0656,0.0000,0.0012,0.0000,0.2187
2025-08-26T22:28:41Z,33955840,132812800,1.034,0.623,0.0004,0.0656,0.0000,0.0012,0.0000,0.2187
2025-08-26T22:28:46Z,34013184,133083136,1.034,0.623,0.0003,0.0656,0.0000,0.0011,0.0000,0.2187
2025-08-26T22:28:51Z,34258944,134434816,1.034,0.623,0.0003,0.0656,0.0000,0.0010,0.0000,0.2187
2025-08-26T22:28:56Z,46817280,134705152,1.034,0.623,0.0003,0.0656,0.0000,0.0010,0.0000,0.2187
2025-08-26T22:29:01Z,33169408,131403776,1.034,0.623,0.0003,0.0656,0.0000,0.0009,0.0000,0.2187
2025-08-26T22:29:06Z,33193984,131403776,1.034,0.623,0.0003,0.0656,0.0000,0.0009,0.0000,0.2187
2025-08-26T22:29:11Z,33488896,131403776,1.034,0.623,0.0002,0.0656,0.0000,0.0008,0.0000,0.2187
2025-08-26T22:29:16Z,34816000,131403776,1.034,0.623,0.0002,0.0656,0.0000,0.0008,0.0000,0.2187
2025-08-26T22:29:21Z,36741120,135188480,1.034,0.623,0.0002,0.0656,0.0000,0.0007,0.0000,0.2187
2025-08-26T22:29:26Z,40706048,135188480,1.034,0.623,0.0002,0.0656,0.0000,0.0007,0.0000,0.2187
2025-08-26T22:29:32Z,34234368,135639040,1.034,0.623,0.0002,0.0656,0.0000,0.0007,0.0000,0.2187
2025-08-26T22:29:37Z,34390016,135639040,1.034,0.623,0.0002,0.0656,0.0000,0.0006,0.0000,0.2187
2025-08-26T22:29:42Z,35340288,135639040,1.034,0.623,0.0002,0.0656,0.0000,0.0006,0.0000,0.2187
2025-08-26T22:29:47Z,35373056,135639040,1.034,0.623,0.0002,0.0656,0.0000,0.0006,0.0000,0.2187
2025-08-26T22:29:52Z,68419584,154226688,1.034,0.623,0.0002,0.0656,0.0000,0.0005,0.0000,0.2187
2025-08-26T22:29:57Z,34865152,151187456,1.034,0.623,0.0001,0.0656,0.0000,0.0005,0.0000,0.2187
2025-08-26T22:30:02Z,34906112,151187456,1.034,0.623,0.0001,0.0656,0.0000,0.0005,0.0000,0.2187
2025-08-26T22:30:07Z,35110912,134963200,1.034,0.623,0.0001,0.0656,0.0000,0.0004,0.0000,0.2187
2025-08-26T22:30:12Z,35110912,137216000,1.034,0.623,0.0001,0.0656,0.0000,0.0004,0.0000,0.2187
2025-08-26T22:30:17Z,33316864,131784704,1.034,0.623,0.0001,0.0656,0.0000,0.0004,0.0000,0.2187
2025-08-26T22:30:22Z,33382400,139591680,1.034,0.623,0.0001,0.0656,0.0000,0.0004,0.0000,0.2187
2025-08-26T22:30:27Z,35053568,140673024,1.034,0.623,0.0001,0.0656,0.0000,0.0003,0.0000,0.2187
2025-08-26T22:30:32Z,36151296,140673024,1.034,0.623,0.0001,0.0656,0.0000,0.0003,0.0000,0.2187
2025-08-26T22:30:37Z,36167680,140673024,1.033,0.623,0.0001,0.0656,0.0000,0.0003,0.0000,0.2187
2025-08-26T22:30:42Z,34340864,142503936,1.033,0.623,0.0001,0.0656,0.0000,0.0003,0.0000,0.2187
2025-08-26T22:30:47Z,34447360,142503936,1.033,0.623,0.0001,0.0656,0.0000,0.0003,0.0000,0.2187
2025-08-26T22:30:52Z,33849344,141840384,1.033,0.623,0.0001,0.0656,0.0000,0.0003,0.0000,0.2187
2025-08-26T22:30:57Z,33275904,138956800,1.033,0.623,0.0001,0.0656,0.0000,0.0002,0.0000,0.2187
2025-08-26T22:31:02Z,33308672,138956800,1.033,0.623,0.0001,0.0656,0.0000,0.0002,0.0000,0.2187
2025-08-26T22:31:07Z,34373632,138956800,1.033,0.623,0.0001,0.0656,0.0000,0.0002,0.0000,0.2187
2025-08-26T22:31:12Z,34381824,138956800,1.033,0.623,0.0001,0.0656,0.0000,0.0002,0.0000,0.2187
2025-08-26T22:31:17Z,34422784,138956800,1.033,0.623,0.0001,0.0656,0.0000,0.0002,0.0000,0.2187
2025-08-26T22:31:22Z,47513600,139223040,1.033,0.623,0.0001,0.0656,0.0000,0.0002,0.0000,0.2187
2025-08-26T22:31:27Z,33415168,137965568,1.033,0.623,0.0001,0.0656,0.0000,0.0002,0.0000,0.2187
2025-08-26T22:31:32Z,35069952,139403264,1.033,0.623,0.0000,0.0656,0.0000,0.0002,0.0000,0.2187
2025-08-26T22:31:37Z,35094528,139403264,1.033,0.623,0.0000,0.0656,0.0000,0.0002,0.0000,0.2187
2025-08-26T22:31:42Z,35143680,139403264,1.033,0.623,0.0000,0.0656,0.0000,0.0001,0.0000,0.2187
2025-08-26T22:31:47Z,34168832,141033472,1.033,0.623,0.0000,0.0656,0.0000,0.0001,0.0000,0.2187
2025-08-26T22:31:52Z,34177024,141033472,1.033,0.623,0.0000,0.0656,0.0000,0.0001,0.0000,0.2187
2025-08-26T22:31:57Z,34955264,141033472,1.033,0.623,0.0000,0.0656,0.0000,0.0001,0.0000,0.2187
2025-08-26T22:32:02Z,35037184,141033472,1.033,0.623,0.0000,0.0656,0.0000,0.0001,0.0000,0.2187
2025-08-26T22:32:07Z,35184640,141033472,1.033,0.623,0.0000,0.0656,0.0000,0.0001,0.0000,0.2187
2025-08-26T22:32:12Z,34512896,141414400,1.033,0.623,0.0000,0.0656,0.0000,0.0001,0.0000,0.2187
2025-08-26T22:32:17Z,34521088,141414400,1.033,0.623,0.0000,0.0656,0.0000,0.0001,0.0000,0.2187
2025-08-26T22:32:22Z,34660352,141414400,1.033,0.623,0.0000,0.0656,0.0000,0.0001,0.0000,0.2187
2025-08-26T22:32:27Z,34660352,141414400,1.033,0.623,0.0000,0.0656,0.0000,0.0001,0.0000,0.2187
2025-08-26T22:32:32Z,34504704,142168064,1.033,0.623,0.0000,0.0656,0.0000,0.0001,0.0000,0.2187
2025-08-26T22:32:37Z,34652160,142168064,1.033,0.623,0.0000,0.0656,0.0000,0.0001,0.0000,0.2187
2025-08-26T22:32:42Z,34635776,142168064,1.033,0.623,0.0000,0.0656,0.0000,0.0001,0.0000,0.2187
2025-08-26T22:32:47Z,33497088,138215424,1.033,0.623,0.0000,0.0656,0.0000,0.0001,0.0000,0.2187
2025-08-26T22:32:52Z,34758656,138215424,1.033,0.623,0.0000,0.0656,0.0000,0.0001,0.0000,0.2187
2025-08-26T22:32:57Z,34938880,138215424,1.033,0.623,0.0000,0.0656,0.0000,0.0001,0.0000,0.2187
2025-08-26T22:33:02Z,35962880,140374016,1.033,0.623,0.0000,0.0656,0.0000,0.0001,0.0000,0.2187
2025-08-26T22:33:07Z,36020224,140374016,1.033,0.623,0.0000,0.0656,0.0000,0.0001,0.0000,0.2187
2025-08-26T22:33:12Z,51412992,141996032,1.033,0.623,0.0000,0.0656,0.0000,0.0001,0.0000,0.2187
2025-08-26T22:33:17Z,35799040,141996032,1.033,0.623,0.0000,0.0656,0.0000,0.0000,0.0000,0.2187
2025-08-26T22:33:22Z,35840000,141996032,1.033,0.623,0.0000,0.0656,0.0000,0.0000,0.0000,0.2187
2025-08-26T22:33:27Z,48922624,141996032,1.033,0.623,0.0000,0.0656,0.0000,0.0000,0.0000,0.2187
2025-08-26T22:33:32Z,34701312,138416128,1.033,0.623,0.0000,0.0656,0.0000,0.0000,0.0000,0.2187
2025-08-26T22:33:37Z,34742272,138416128,1.033,0.623,0.0000,0.0656,0.0000,0.0000,0.0000,0.2187
2025-08-26T22:33:42Z,34217984,138416128,1.033,0.623,0.0000,0.0656,0.0000,0.0000,0.0000,0.2187
2025-08-26T22:33:47Z,34365440,138055680,1.033,0.623,0.0000,0.0656,0.0000,0.0000,0.0000,0.2187
2025-08-26T22:33:52Z,34365440,138055680,1.045,0.630,0.0142,0.0656,0.0000,0.0472,0.0000,0.2187
2025-08-26T22:33:57Z,47710208,138055680,1.056,0.637,0.0282,0.0656,0.0000,0.0940,0.0000,0.2187
2025-08-26T22:34:02Z,45244416,141197312,1.066,0.644,0.0421,0.0656,0.0000,0.1403,0.0000,0.2187
2025-08-26T22:34:07Z,46055424,141197312,1.077,0.651,0.0559,0.0656,0.0000,0.1862,0.0000,0.2187
2025-08-26T22:34:12Z,40599552,141197312,1.087,0.658,0.0690,0.0656,0.0000,0.2301,0.0000,0.2187
2025-08-26T22:34:17Z,37748736,141197312,1.097,0.664,0.0817,0.0656,0.0000,0.2724,0.0000,0.2187
2025-08-26T22:34:22Z,37928960,141197312,1.107,0.670,0.0939,0.0656,0.0000,0.3129,0.0000,0.2187
2025-08-26T22:34:27Z,33570816,137125888,1.116,0.676,0.1054,0.0656,0.0000,0.3513,0.0000,0.2187
2025-08-26T22:34:32Z,35971072,137932800,1.124,0.681,0.1163,0.0656,0.0000,0.3876,0.0000,0.2187
2025-08-26T22:34:37Z,36012032,137932800,1.132,0.687,0.1266,0.0656,0.0000,0.4220,0.0000,0.2187
2025-08-26T22:34:42Z,36282368,137932800,1.140,0.691,0.1363,0.0656,0.0000,0.4544,0.0000,0.2187
2025-08-26T22:34:47Z,50151424,137932800,1.147,0.696,0.1455,0.0656,0.0000,0.4850,0.0000,0.2187
2025-08-26T22:34:52Z,55681024,155426816,1.154,0.700,0.1542,0.0656,0.0000,0.5139,0.0000,0.2187
2025-08-26T22:34:57Z,35004416,151461888,1.160,0.705,0.1624,0.0656,0.0000,0.5412,0.0000,0.2187
2025-08-26T22:35:02Z,35061760,151461888,1.166,0.708,0.1701,0.0656,0.0000,0.5670,0.0000,0.2187
2025-08-26T22:35:07Z,35061760,151461888,1.172,0.712,0.1774,0.0656,0.0000,0.5913,0.0000,0.2187
2025-08-26T22:35:12Z,34578432,132472832,1.177,0.715,0.1843,0.0656,0.0000,0.6142,0.0000,0.2187
2025-08-26T22:35:17Z,34578432,132472832,1.182,0.719,0.1908,0.0656,0.0000,0.6359,0.0000,0.2187
2025-08-26T22:35:22Z,36061184,133001216,1.187,0.722,0.1969,0.0656,0.0000,0.6563,0.0000,0.2187
2025-08-26T22:35:27Z,36061184,133001216,1.191,0.725,0.2027,0.0656,0.0000,0.6756,0.0000,0.2187
2025-08-26T22:35:32Z,37191680,134082560,1.195,0.727,0.2081,0.0656,0.0000,0.6938,0.0000,0.2187
2025-08-26T22:35:37Z,37068800,136515584,1.199,0.730,0.2133,0.0656,0.0000,0.7110,0.0000,0.2187
2025-08-26T22:35:42Z,37076992,136515584,1.203,0.732,0.2182,0.0656,0.0000,0.7272,0.0000,0.2187
2025-08-26T22:35:47Z,34734080,132399104,1.207,0.735,0.2228,0.0656,0.0000,0.7425,0.0000,0.2187
2025-08-26T22:35:52Z,34971648,132399104,1.210,0.737,0.2271,0.0656,0.0000,0.7570,0.0000,0.2187
2025-08-26T22:35:57Z,35201024,133201920,1.213,0.739,0.2312,0.0656,0.0000,0.7706,0.0000,0.2187
2025-08-26T22:36:02Z,47226880,133201920,1.216,0.741,0.2350,0.0656,0.0000,0.7835,0.0000,0.2187
2025-08-26T22:36:07Z,47775744,133201920,1.219,0.743,0.2387,0.0656,0.0000,0.7956,0.0000,0.2187
2025-08-26T22:36:12Z,33857536,131284992,1.221,0.744,0.2421,0.0656,0.0000,0.8070,0.0000,0.2187
2025-08-26T22:36:17Z,34357248,131284992,1.224,0.746,0.2453,0.0656,0.0000,0.8178,0.0000,0.2187
2025-08-26T22:36:22Z,34381824,131284992,1.226,0.748,0.2484,0.0656,0.0000,0.8280,0.0000,0.2187
2025-08-26T22:36:27Z,33906688,131821568,1.228,0.749,0.2504,0.0656,0.0000,0.8347,0.0000,0.2187
2025-08-26T22:36:32Z,35028992,132902912,1.229,0.749,0.2518,0.0656,0.0000,0.8393,0.0000,0.2187
2025-08-26T22:36:37Z,39395328,132902912,1.229,0.750,0.2525,0.0656,0.0000,0.8417,0.0000,0.2187
2025-08-26T22:36:42Z,35856384,133443584,1.229,0.750,0.2525,0.0656,0.0000,0.8417,0.0000,0.2187
2025-08-26T22:36:47Z,49700864,135593984,1.231,0.751,0.2551,0.0656,0.0000,0.8505,0.0000,0.2187
2025-08-26T22:36:52Z,33890304,133775360,1.233,0.752,0.2573,0.0656,0.0000,0.8576,0.0000,0.2187
2025-08-26T22:36:57Z,35209216,133775360,1.235,0.753,0.2597,0.0656,0.0000,0.8656,0.0000,0.2187
2025-08-26T22:37:02Z,38412288,133775360,1.237,0.754,0.2619,0.0656,0.0000,0.8731,0.0000,0.2187
2025-08-26T22:37:07Z,38445056,133775360,1.238,0.755,0.2641,0.0656,0.0000,0.8802,0.0000,0.2187
2025-08-26T22:37:12Z,38985728,133775360,1.240,0.756,0.2659,0.0656,0.0000,0.8864,0.0000,0.2187
2025-08-26T22:37:17Z,33988608,137560064,1.239,0.756,0.2655,0.0656,0.0000,0.8850,0.0000,0.2187
2025-08-26T22:37:22Z,34013184,137560064,1.237,0.754,0.2622,0.0656,0.0000,0.8740,0.0000,0.2187
2025-08-26T22:37:27Z,34783232,137560064,1.233,0.752,0.2576,0.0656,0.0000,0.8587,0.0000,0.2187
2025-08-26T22:37:32Z,33964032,132231168,1.228,0.749,0.2512,0.0656,0.0000,0.8373,0.0000,0.2187
2025-08-26T22:37:37Z,35184640,132231168,1.223,0.746,0.2446,0.0656,0.0000,0.8154,0.0000,0.2187
2025-08-26T22:37:42Z,35274752,132231168,1.213,0.739,0.2309,0.0656,0.0000,0.7697,0.0000,0.2187
2025-08-26T22:37:47Z,34971648,133795840,1.203,0.732,0.2179,0.0656,0.0000,0.7265,0.0000,0.2187
2025-08-26T22:37:52Z,35012608,133795840,1.193,0.726,0.2057,0.0656,0.0000,0.6857,0.0000,0.2187
2025-08-26T22:37:57Z,35078144,133795840,1.184,0.720,0.1942,0.0656,0.0000,0.6472,0.0000,0.2187
2025-08-26T22:38:02Z,33767424,131809280,1.176,0.715,0.1833,0.0656,0.0000,0.6109,0.0000,0.2187
2025-08-26T22:38:07Z,33767424,131809280,1.168,0.710,0.1730,0.0656,0.0000,0.5766,0.0000,0.2187
2025-08-26T22:38:12Z,34234368,131809280,1.161,0.705,0.1633,0.0656,0.0000,0.5442,0.0000,0.2187
2025-08-26T22:38:17Z,46882816,131809280,1.154,0.700,0.1541,0.0656,0.0000,0.5137,0.0000,0.2187
2025-08-26T22:38:22Z,45801472,132075520,1.147,0.696,0.1455,0.0656,0.0000,0.4849,0.0000,0.2187
2025-08-26T22:38:27Z,33595392,132075520,1.140,0.692,0.1373,0.0656,0.0000,0.4576,0.0000,0.2187
2025-08-26T22:38:32Z,34693120,133156864,1.135,0.688,0.1296,0.0656,0.0000,0.4320,0.0000,0.2187
2025-08-26T22:38:37Z,34177024,133156864,1.129,0.684,0.1223,0.0656,0.0000,0.4077,0.0000,0.2187
